,target,doc
479,1,"To my surprise, the Express redirect at '/app' was still not triggering the custom protocol command."
480,1,"- dashboard: informer interface: message when all uploads are ""done"" (@arturi)"
481,1,  - version: v6.4.0
482,1,safer to use a registry-provided authentication bearer token stored in the
483,1,**Describe the issue**
484,1,Select doesn't work with optgroups
485,1,"This does _not_ include [`ArrayBuffer`][] instances. Usually, it is"
486,1,This issue tracker is for bugs and issues found within Node.js core.
487,1,"Platform: output of `uname -a` (UNIX), or version and 32 or 64-bit (Windows)"
488,1,**Choose one:** is this a 🐛 bug report or 🙋 feature request?
489,1,Image preview disappears from collection creation form after wrapping and unwrapping containing component. Images are uploaded after saving the form nevertheless.
490,1,node: v5.4.1
491,1,Your site `_config.yml`
492,1,"Maybe @eskan, can take a look?"
493,1,Rule should find missing dependency.
494,1,I am trying to get the jiglibjs2 3D Phyisics engine to work with Three.js and I have managed to recreate the demo given on the jiglibjs2 projects home page but the version of Three.js used was r36 and I'm guessing things have changed considerably since then.
495,1,- Create new strapi app
496,1,"  Please provide a CodeSandbox (https://codesandbox.io/s/new), a link to a"
497,1,"it does work if I do a two stage hotkey, like:"
498,1,I was building a terrain made of 16x16 1-plane geometries (tiles). 
499,1,"Currently, globally installed plugins don't seem to be discovered by the CLI:"
